CodEstablecimiento;nombreComercial;Direccion;ReferenciaDireccion;telefonoPrincipal;telefonoSecundario;CorreoElectronico;delivery;paginaWeb;CodProvincia;CodComercial;CodClasificacion;CodCategoria
18897;BBQ PINCHOS;CDLA. EL CÓNDOR, AV. FRANCISCO DE ORELLANA Y GUILLERMO PAREJA, C.C. RIOCENTRO NORTE, LOCAL C-3;null;42246208;null;null;Si;null;09;0100;0028;039
18898;BBQ PINCHOS;AV. VICENTE PIEDRAHÍTA, C.C. PASEO SHOPPING, LOCAL C-4;null;2819016;null;null;Si ;null;09;0100;0028;039
18899;B.B.Q. PINCHOS;AV. JUAN TANCA MARENGO 100 Y AV. JOAQUIN ORRANTIA, C.C. MALL DEL SOL, LOCAL F-21;null;2082691;null;null;Si ;null;09;0100;0028;035
18900;B.B.Q. PINCHOS;AV. 25 DE JULIO S/N C.C. RIOCENTRO SUR, OFIC. C-15;null;2428375;null;null;Si ;null;09;0100;0028;035
18901;B.B.Q. PINCHOS;C.C. PASEO SHOPPING, OFIC. PC-5, KM. 9 1/2 VIA A DAULE;null;Null;null;null;Si;null;09;0100;0028;039
18902;EL REY DE LAS MENESTRAS;AV. Naciones Unidas 271 y Av. de los Shyris;FRENTE AL CC QUICENTRO;26000305;995242840;bbqpinchos@hotmail.com;Si ;www.bbqpinchos.com;17;0100;0028;040
18903;EL REY DE LAS MENESTRAS;Av. 18 de Septiembre 414 y Av. Amazonas;PISO: PB. SECTOR: DIAGONAL AA HOTEL COLON;22508499;998456823;bbqpinchoscolon@hotmail.com;Si ;null;17;0100;0028;040
18904;EL REY DE LAS MENESTRAS;Gaspar de Villaroel  S/N y Amazonas;EDIFICIO: CC EL GLOBO. PISO: PB. OFICINA: 2. SECTOR: FRENTE A CNT;22462947;22462947;menestraglobo@hotmail.com;Si;www.elreydelasmenestras.com;17;0100;0028;040
18905;BBQ PINCHOS /  EL REY DE LAS MENESTRAS;Juan León Mera 1644 y la Niña;FRENTE CEVICHES DE LA RUMIÑAHUI;22290127;23283929;bbqpinchosjuanleonmera@hotmail.com;Si ;null;17;0100;0028;040
18906;EL REY DE LAS MENESTRAS BEER Y GRILL;ISABEL LA CATóLICA N24-561 y FRANCISCO SALAZAR;DETRAS SWISS HOTEL;23283929;23283929;bbqpinchos@hotmail.com;Si ;www.elreydelasmenestras.com;17;0100;0028;040
18907;EL REY DE LAS MENESTRAS;DIEGO DE ROBLES  1-75 y AV. INTEROCEÁNICA;FRENTE A LA UNIVERSIDAD SAN FRANCISCO;26000305;992777949;bbqpinchos@hotmail.com;Si;www.elreydelasmenestras.com;17;0100;0028;045
18908;MARIMBA LA ;BARRIO LA PERLA;null;2731321;null;gerencia@cvft.com.ec;No;www.cvft.com.ec;08;0101;0018;039
18909;CENTRO DE RECREACION ECOLOGICO MISAHUALLI;CALLE JOSE SANTADER ENTRADA PRINCIPAL;null;2890061;null;null;No;null;15;0101;0037;039
18910;TODO TOUR;AV. GENERAL RUMIÑAHUI 1977 Y FARINA EDF. VALLE CENTER OFC. C3;null;2864331;null;null;No;null;17;0104;0002;017
18911;CASA OPUNTIA;AV. CHARLES DARWIN S/N ISABELA;FRENTE AL MALECON DE SAN CRISTOBAL;052520632;0988071118;null;No;www.opuntiahotels.com;20;0101;0018;013
18912;NEOTROPIC EXPEDITIONS;ALSALCIO NORTHIA S/N VIA A PLAYA MAN;DOS CUADRAS ANTES DE LA USFQ;052520632;0988071118;santiago@opuntiahotels.com;No;null;20;0104;0020;034
18913;ATC GALAVOYAGER;GUIPUZCOA E13-117 LUGO;null;22228487;22228385;galapagos@andeantc.com;No;www.galapagos-voyager.com;17;0104;0003;018
18914;MAYANTIKA CIA. LTDA.;CALLE CESAR AUGUSTO RUEDA, FRENTE AL HOTEL LOS YUTZOS ;null;062886949;null;josealvarez2005@yahoo.es;No;null;15;0104;0020;034
18915;TIANGUEZ;Cuenca 463 y Sucre;EN LA PLAZA DE SAN FRANCISCO;22570233;22570233;tianguez_reservas@hotmail.com;Si ;null;17;0100;0028;037
18916;POLLOS DE LA KENNEDY;Av. Real Audiencia de Quito N57-223 y Fray Leonardo Murialdo;A UNA CUADRA DE ECUAVICHE;25007227;0;gerencia@groupkennedy.com;Si ;www.lospollosdelakennedy.com;17;0100;0028;040
18917;LOS POLLOS DE LA KENNEDY;Cap. Ramon Borja 421 e Ines de Medina;FRENTE PARRILLADAS RANCHO LA DELICIA;23284535;995662327;kennedy@groupkennedy.com;Si;null;17;0100;0028;045
18918;LOS POLLOS DE LA KENNEDY;AV. RIO COCA 1529 ISLA SEYMUR;null;22456847;22456847;gerencia@groupkennedy.com;Si ;null;17;0100;0028;045
18919;LOS POLLOS DE LA KENNEDY;Florida Oe4-87 y Jose Leal;JUNTO AL PARQUE DE LA FLORIDA;23300583;984777866;gerencia@groupkennedy.com;Si ;www.lospollosdelakennedy.com;17;0100;0028;045
18920;ATH WORLD;Av. Naciones Unidas may-15 y Japon;null;22251170;999843644;iecardenas@kunstproyectos.com;No;www.athecuador.com;17;0104;0001;016
18921;BIG JOE BURGER FACTORY;AV. DE LOS SHYRIS N34-222 Y HOLANDA;null;2443078;null;andreacrespo2@hotmail.com;Si;null;17;0100;0015;035
18922;LA CARTUJA;Leonidas Plaza N20-08  y Av. 18 de Septiembre;DIAGONAL EMBAJADA DE FRANCIA;22523577;22523577;info@hotelacartuja.com;No;www.hotelacartuja.com;17;0101;0018;014
18923;ETICA EVENTS TERRASENSES;E2C 709 y N90A;null;23441682;998215621;terrasenses@gmail.com;No;null;17;0104;0020;034
18924;CASA NUESTRA COCINA GOURMET ECUATORIANA;Isabel la Católica N24-535 y Luis Cordero;A UNA CUADRA DEL SWISSOTEL;22563438;995450534;erflobur@yahoo.com;Si ;null;17;0100;0028;037
18925;BELAMARE;ATACAMES VIA SUA KM 1 1/2 - BARRIO LA PERLA;null;062731065;null;null;No;null;08;0101;0037;035
18926;Viaja Conmigo;AV. GENERAL RUMIÑAHUI 1062 ISLA PINTA;A MEDIA CUADRA DEL CENTRO COMERCIAL SAN LUIS SHOPPING;null;null;amilcarchino@yahoo.es;No;www.viajaconmigo.con.ec;17;0104;0001;016
18927;AEROREPÚBLICA;TABABELA S/N y VíA A YARUQUI;DENTRO DEL AEROPUERTO;22544144;989905400;volivo@corralrosales.com;No;www.wingo.com;17;0106;0033;024
18928;TRES OCEANOS ATLINPAC;Lauro Guerrero S/N Maldonado;null;22655239;0;jahidalgo@puntonet.ec;Si ;null;17;0100;0028;040
18929;GREAT EXPERIENCE;Av. De Los Granados 374 Shuaras;null;22442746;22442746;info@suviatour.com;No;www.greatexperience.com.ec;17;0104;0020;034
18930;ALISTRAVEL;CALLE NAPO Y JOSE SANTANDER ;null;998725469;null;null;No;null;15;0104;0020;034
18931;TRAVELINGWORLD;Av. 6 de Diciembre 145 y Gaspar de Villarroel;null;23360874;998469146;stcontadores@hotmail.com;No;null;17;0104;0001;016
18932;ECUADORTREASURE;JOAQUÍN PINTO E4-286 y AV. AMAZONAS;SOBRE LA VENTA DE BICICLETAS;22559919;998048416;amparitozaruma@yahoo.es;No;null;17;0104;0020;034
18933;ECUADOR TREASURE;JOSE DE ANTEPARA  E4-27 Y VICENTE LEÓN;SAN BLAS, JUNTO A BLUE HOUSE;22282587;22282587;contabilidad@ecuadortreasure.com;No;www.ecuadortreadure.com;17;0104;0020;034
18934;MAXI POLLO (MALDONADO);Av. Pedro Vicente Maldonado 975 y Las Lajas;null;22696146;0;dorislorenick@gmail.com;Si;null;17;0100;0028;045
18935;BRIDGE INTERCULTURAL TRAVEL;Av. 6 de Diciembre N35-102 y Portugal;null;0;998901333;antosanc@hotmail.com;No;null;17;0104;0001;016
18936;ECXTOUR;Juan Gonzalez  N36-180 y Corea. CC Unicornio Piso 8 of 803;CC UNICORNIO II;22271106;999241858;ecxtour@gmail.com;No;null;17;0104;0020;034
18937;STRATUSCATERING SERVICES S.A;AV GENERAL RUMIÑAHUI S/N E aV. ILALO CENTRO COMERCIAL PLAZA DEL VALLE LOCAL C-2;null;022342139;null;null;Si ;null;17;0100;0028;020
18938;VOYAGERS TRAVEL;CALLE 3ERA. TRANSVERSAL 144 Y AV. GENERAL RUMIÑAHUI;null;2867832;null;null;No;null;17;0104;0002;017
18939;ILLA EXPERIENCE HOTEL;JUNíN E1-44 y JUAN PíO MONTúFAR;JUNTO A LA CASA SAN MARCOS;22867832;22867832;contabilidad@latintrails.com;No;www.illaexperiencehotel.com;17;0101;0018;015
18940;JOURNEYFLEET;3RA TRANSVERSAL 144 AV. GENERAL RUMIÑAHUI;A UNA CUADRA DE LA CONCESIONARIA MAZDA;null;0983756635;alamores@sbgecuador.com;No;www.latintrails.com;17;0104;0020;034
18941;METRO CAFÉ COFFEE Y MUSIC;Av. Naciones Unidas  s/n y Av. America;null;23318052;23318052;luisalvarez@grupo-m.ec;Si ;null;17;0100;0028;040
18942;HIGH SUMMITS;Joaquín Pinto E5-29 y Juan León Mera;ARRIBA DE CRETER TOURS;22905503;22905503;highsummits@climbing-ecuador.com;No;www.ecuador-climbing.com;17;0104;0020;034
18943;THE WOODEN HOUSE;AV. CONOCARPUS SN SN;A DOSCIENTOS METROS DEL EMBARCADERO;052529276;0998822832;null;No;www.thewoodenhouse.com.ec;20;0101;0017;013
18944;SCUBA GALAPAGOS ISABELA;AV. ANTONIO GIL S/N FRAGATAS;FRENTE AL MUNICIPIO;052529235;0988228329;info@ecuacenter.com;No;www.thewoodenhouse.com.ec;20;0104;0020;034
18945;KABBALAH;Iñaquito N37-268  y Juan Jose Villalengua;DIAGONAL AL COLEGIO DE CONTADORES;26006261;26006261;henrysalazarcha@hotmail.com;No;null;17;0100;0013;047
18946;KABBALAH;IÑAQUITO N37-268 y JOSé DE VILLALENGUA;DIAGONAL AL COLEGIO DE CONTADORES;26006261;26006261;henrysalazarcha@hotmail.com;Si;null;17;0100;0028;040
18947;HOTEL DON JORGE;Reina Victoria 1361 Y Cordero;FRENTE A LOS BOMBEROS;22520827;22520827;albitarios12018@gmail.com;No;www.hoteldonjorge.com;17;0101;0018;013
18948;FLOR DI LATTE;AV. GENERAL ENRIQUEZ N29-20 LA CONCORDIA;FRENTE A LA COOPERATIVA 14 DE MARZO;22862182;984484004;administracion@diamonddreams.com.ec;Si ;null;17;0100;0007;005
18949;WHITE DIAMOND;AV. GENERAL ENRIQUEZ N29-20 CONCORDIA;FRENTE A LA COOPERATIVA 14 DE MARZO;22862182;984484004;administracion@diamonddreams.com.ec;Si ;null;17;0100;0028;009
18950;BLACK DIAMOND;AV. GENERAL ENRIQUEZ N29-20 CONCORDIA;FRENTE A LA COOPERATIVA 14 DE MARZO;22862182;984484004;administracion@diamonddreams.com.ec;Si;null;17;0100;0028;008
18951;TRAVEL CHINATOUR;Av 10 de agosto   OE1-16 y VICENTE AGUIRRE;CERNCA DEL PUENTE DE LA ORELLANA Y 10 DE AGOSTO;26001854;990243959;info@chinatour.com.ec;No;null;17;0104;0001;016
18952;LA JULIANA;Av. 12 de Octubre N24-722 y Av. La Coruna;CERCA DE LA PLAZA ARTIGAS;26041569;26041569;info@lajuliana.com.ec;No;www.lajuliana.com.ec;17;0100;0013;047
18953;AMAZANGA EXPEDITIONS;GRECIA  N32-112 y GRANJA;ATRAS DEL EDF NACIONES UNIDAS;26006893;23324830;adryblond@hotmail.com;No;www.amazangaexpeditions.com;17;0104;0020;034
18954;ANKAY; RICARDO SANCHEZ LOTE #5 Y ACEQUIA RIO AJAVI;null;null;null; ankay833@gmail.com;No;null;10;0106;0035;043
18955;GALÁPAGOS SUNNY ROADS;MARCOS JOFRE OE5-196 y JUAN BALTAZAR BERECHE;A 5 CUADRAS DEL COLEGIO INTISANA;22435265;998300268;galapagos@galapagosunnyroads.com;No;null;17;0104;0001;016
18956;LONELYTREE;Calle G1 Lote 266 y Calle B;PARTE BAJA DE LA URBANIZACIÓN;26038223;990390420;info@lonelytreetours.com;No;www.lonelytreetours.com;17;0104;0020;034
18957;DESTINOJENO TICKETS Y TOURS;FRANCISCO DE ORELLANA  E11-75 y Av. CORUÑA;EDIFICIO ALBRA PISO 4 OF 408;23826125;995687097;msalvador@ticketstours.ec;No;null;17;0104;0002;017
18958;YACUMAECOLODGE ;CHONTAYACU SN SN; RIO CHONTAYACU ;0959682905;null;yacuma@latintravelcollection.com;No;null;15;0101;0019;013
18959;HACIENDA HUALILAGUA DE JIJON ;BARRIO GUALILAGUA-CALLE PRINCIPAL S/N;null;2389086;null;null;No;www.hualilagua.com;17;0100;0028;035
18960;SIERRA NEVADA EXPEDICIONES Y TURISMO;Joaquín Pinto E4-150  y Luis Cordero;DIAGONAL AL PUESTO DE MATRICULACION VEHICULAR;22553658;22553658;info@sierranevada.ec;No;null;17;0104;0020;034
18961;BOUTIQUE HOTEL CULTURA MANOR;JORGE WASHINGTON 915 y ULPIANO PAEZ;A 3 CUADRAS DEL SRI;22231851;22231851;adm@culturamanor.com;No;null;17;0101;0018;013
18962;CEBICHES DE LA RUMIÑAHUI;VIA SAMBORONDON S/N JUNTO A BANCO DEL PACIFICO, KM 1 1/2;null;2838650;null;null;Si ;null;09;0100;0028;035
18963;SALMOR OUTLETVIAJES;Checoslovaquia E6-40 y Suiza;EDIFICIO ANA CAPRI ESQ.;22252592;989622627;gsalmor@salmor.com.ec;No;www.salmor.com.ec;17;0104;0001;016
18964;YUNNANTRAVEL;Bolivia Oe3-21 Versalles;null;22614519;22614519;ancrisbel55@hotmail.com;No;null;17;0104;0002;017
18965;ANNYTOUR;OE9E RANCHO CHICO S20-23 y Ecuador;A CUATRO CUADRAS DEL HOSTAL GUSVALLE ZAMORANO ZONA.;23280668;995632030;adry74cf@hotmail.com;No;null;17;0106;0035;043
18966;EGIPTUR;Juan LeÓn Mera N21-241 y Vicente RamÓn Roca;null;22229080;22231872;egiptosis@hotmail.com;No;www.egiptur.com;17;0104;0003;018
18967;EXPEDICIONES TURISTICAS EXPETUPLAZ CIA.;CHARLES DARWIN S/N CALLE 12 DE FEBRERO;FRENTE A TAME;052524078;0985328764;info@planetaazul.ec;No;www.planetaazul.ec;20;0104;0020;034
18968;TRANSLUAT;Manuel Ignacio Valdivieso N57-99 Y NicolÁs Joaquín Arteta;ATRÁS BANCO EL PACÍFICO, PISO 2;22409692;992759964;transluat@hotmail.com;No;null;17;0106;0035;043
18969;RESUNIV;DOLORES DE GALINDO 462 MANUELA CAÑIZARES;A DOS CUADRAS DE LA IGLESIA;022865117;0992731916;resuniv@resuniv.com;No;www.resuniv.com;17;0101;0017;013
18970;ROGTOURS;Ayapamba OE1-330 Y Manglar Alto;A UNA CUADRA DE PRONACA;22675155;999702439;contacto@rogtours.com;No;www.rogtours.com;17;0106;0035;043
18971;LOCALIZA RENT A CAR;AV ORELLANA E4-431 Y Av. juan leÓn mera;null;26000333;998509348;sandra.vasconez@localiza.com.ec;No;null;17;0106;0035;038
18972;LOCALIZA RENT A CAR;VíA TABABELA S/N y VíA YARUQUí;AEROPUERTO MARISCAL SUCRE;26000333;998509348;consuelo.diaz@localiza.com.ec;No;null;17;0106;0035;038
18973;LOCALIZA RENT A CAR;AV. AMERICAS S/N OFIC. AC-33 ATO. DE OLMEDO ;null;6025611;null;null;No;null;09;0106;0035;038
18974;VISITECUADOR;Cayetano Ramirez N56-134 y Jose Maria Lequerica;null;22410575;0;washingtonvega@hotmail.com;No;null;17;0106;0035;043
18975;GALAPAGOS ALTERNATIVE;E5 s/n s/n; Vía playa el Garrapatero, tras la escuela Caupolican Marín, casa color azul. ;0994655018;053014841;javier@galapagosalternative.com;No;www.galapagosalternative.com;20;0104;0020;034
18976;AMARANTINE;10 De Agosto   y Juan Pablo Saenz;null;26010358;0;restauranteamarantine@hotmail.com;Si ;null;17;0100;0028;045
18977;VERDECAFE COCINA ECUATORIANA;Brasil S/N y Mariano Echeverría;null;23317741;0;patelipo@hotmail.com;Si;null;17;0100;0007;044
18978;STELLA MARIS TRAVEL;Psj. Carlos Tamayo E10-55 y Av. 6 De Diciembre;FRENTE AL MEGAMAXI 6 DE DICIEMBRE;26041366;998956755;aaraujo@stellamaris-travel.com;No;null;17;0104;0001;016
18979;BUSCHARTER;JOSE ORTON S/N PAUL RIVET;null;22549121;991679044;desarrollo.organizacional@graylineecuador.com;No;www.buscharter.com;17;0106;0035;043
18980;EL DORADO RESTAURANT;Federico Páez  E14-200 y GualguiltaGua;DIAGONAL RADIO VISION;23331486;23331486;eldoradorestaurant@hotmail.com;Si ;null;17;0100;0028;037
18981;ZAZU;Mariano Aguilera 331 y Martin Carrion;A TRES CUADRAS DE MOVISTAR;23237925;995809614;mflores@zazuquito.com;Si ;www.zazuquito.com;17;0100;0028;037
18982;TURISMO HERITOURS CIA. LTDA.;Av. 10 de Agosto N37-90 y Naciones Unidas;FRENTE AL BANCO PICHINCHA;23520364;994153976;heritours@hotmail.com;No;www.myecuatours.com;17;0104;0001;016
18983;ZAO;PaÚl Rivet N30-145  y JosÉ Ortón;FRENTE AL RESTAURANTE ZINC;22523496;958982261;info@zaoquito.com;Si;www.zao.com.ec;17;0100;0028;037
18984;GOLDEN VACATIONS;MIGUEL CORDERO 1-66 PAUCARBAMBA;FRENTE AL EDIFICIO WORK CENTER;072815623;0987816169;parias@goldenvacations.com.ec;No;WWW.GOLDENVACATIONS.COM.EC;01;0104;0003;018
18985;GOLDEN VACATIONS;GENERAL CÓRDOVA 810, TORRES DE LA MERCED, PISO 5, OFICINA 3;null;23005530;null;reservasgye@goldenvacations.com.ec;No;null;09;0104;0003;018
18986;GOLDENVACATION S.A.;RUMIPAMBA E2-214 y AV. REPUBLICA;A 10 METROS DE LA AGENCIA NACIONAL DE TRANSITO;22446823;998300151;financiero@goldenvacations.com.ec;No;www.goldenvacations.com.ec;17;0104;0003;018
18987;CHACANA TRAVEL;Av. La Gasca Oe9-180 y MARISCAL SUCRE;null;991694827;991694827;chacanatravel@hotmail.com;No;null;17;0104;0020;034
18988;BUENAVISTA SOCIAL CLUB;Salazar  E10-37 Tamayo;null;22438374;991620211;gerencia.buenavistasocialclub@gmail.com;No;www.buenavista.com.ec;17;0104;0020;034
18989;ORIENPETROTOUR S.A.;Mulalillo S22-135 y Chumunde;1/2 CUADRA ESCUELA ETHON SCHOOL;22638430;997428986;maye1593@hotmail.com;No;www.orienpetrotour.ec;17;0106;0035;043
18990;OPERMUNDO;De Los Shyris N40-49 y Gaspar de Villarroel;null;22921414;939779890;cadelo1973@gmail.com;No;www.opermundo.com;17;0104;0003;018
18991;OPERECUADOR TRAVEL;Av. De los Shyris N40-49 y Gaspar de Villaroel;null;0;0;gerencia@opermundo.com;No;null;17;0104;0001;016
18992;METROCUMBAYA AGENCIA DE VIAJES CIA. LTDA.;AV. INTEROCÉANICA  sn y PRIMERA TRANSVERSAL;DENTRO DE VILLA CUMBAYA;22894471;22894471;metrocumbaya@metropolitan_toruring.com;No;www.metropolitan-touring.com;17;0104;0001;016
18993;TRAVEL CLUB;AV. DE LA REPÚBLICA E7-198 Y AV. DIEGO DE ALMAGRO;EDF. SÁNCHEZ PISO 3 OFICINA 3A, DIAGONAL AL IEPI;25106129;25106129;sisa_tamia@hotmail.com;No;null;17;0104;0001;016
18994;ECUADOR DIRECT TRAVEL;Francisco de Orellana E4-57 y 9 de Octubre;DIAGONAL A LA PRIMAX;22231170;992482289;operaciones@ecuadordirect.travel;No;www.ecuadordirect.travel.es;17;0104;0001;016
18995;SISA TOURS;6 DE DICIEMBRE N24-215 Y LIZARDO GARCÍA;FRENTE AL MANUELA CAÑIZARES;999774589;999255561;transportesisatours@gmail.com;No;null;17;0106;0035;043
18996;PACOCHE LODGE Y RESERVE;SITIO PACOCHE VIA SAN LORENZO;null;Null;null;acdelatorre@pacochelodge.org;No;WWW.PACOCHELODGE.ORG;13;0101;0037;039
18997;EXPLORER LINE;Ignacio de Veintimilla E10-78  Y av 12 de Octubre;EDF EL GIRON PISO 3 OF E3;22526623;992413859;explorerline2019@hotmail.com;No;null;17;0106;0035;043
18998;QUINDEADVENT CIA. LTDA.;Calle k S2-95 Urbanización Los Shyris;URB. SHIRYS, LOTE 75;0;0;consul_acytf@hotmail.com;No;null;17;0106;0035;043
18999;RIVER TRAVEL;Av. De Los Shyris N43-170 y Pasaje RosSeu;ED PLAZA SHYRIS PISO 2;998148597;998148597;rivertravelagencia@hotmail.com;No;null;17;0104;0001;016
19000;IN LIVE;AV. NUMA POMPILIO LLONA S/N ;JUNTO AL EDIFICIO THE POINT;023800626;0997275394;anacarolina.jimenez@inlive.com.ec;No;null;09;0104;0001;016
19001;IN LIVE;AV . AMAZONAS N35-43 y JUAN PABLO SANZ;EDIFICIO PLAZA ARGENTINA PISO 9;26007011;984936092;socios@inlive.com.ec;No;www.inlive.com.ec;17;0104;0001;016
19002;OKI DOKI;VIA INTEROCEANICA S/N URB. SANTA BARBARA;null;Null;null;null;Si ;null;17;0100;0015;039
19003;OKI DOKI;AV. AMAZONAS N36-152 Y AV. NACIONES UNIDAS;null;null;null;null;Si ;null;17;0100;0015;039
19004;OKI DOKI;AV. DE LOS GRANADOS E14-556 Y PASAJE C;null;null;null;null;Si;null;17;0100;0015;035
19005;OKI DOKI;AV. AMAZONAS N42-98 Y AV. TOMAS DE BERLANGA;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19006;OKI DOKI;AMAZONAS N3-212 Y MARIANA DE JESÚS;null;939741438;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19007;OKI DOKI;REPUBLICA DEL SALVADOR N36-109 Y SUECIA ;null;2987500;null;agcangas@okidoki.com.ec;Si;null;17;0100;0015;039
19008;OKI DOKI;AV. ELOY ALFARO N21-29 Y AV. 6 DE DICIEMBRE;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19009;OKI DOKI;AV. GRANADOS E12-79 Y MARCHENA;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19010;OKI DOKI;AV. 6 DE DICIEMBRE N40-34 Y GASPAR DE VILLARROEL ;null;2987500;null;agcangas@okidoki.com.ec;Si;null;17;0100;0015;044
19011;OKI DOKI;AV. DE LOS GRANADOS E14-556 Y PASAJE C;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19012;OKI DOKI;SAN GREGORIO OE3-86 Y ANTONIO DE ULLOA ;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19013;OKI DOKI;AV. DE LOS SHYRIS N36-208 Y NACIONES UNIDAS ;null;2987500;null;agcangas@okidoki.com.ec;Si;null;17;0100;0015;039
19014;OKI DOKI;REPUBLICA DEL SALVADOR N34-312 Y MOSCU;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19015;OKI DOKI;AV. REPÚBLICA  S/N AV. ELOY ALFARO;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19016;OKI DOKI;DIEGO DE ALMAGRO N31-18 Y ALPALLANA;null;2987500;null;agcangas@okidoki.com.ec;Si;null;17;0100;0015;039
19017;OKI DOKI;AV. 6 DE CICIEMBRE S/N Y PASAJE EL JARDÍN;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;039
19018;OKI DOKI;AV. AMAZONAS N39-169 Y GASPAR DE VILLAROEL;null;2987500;null;agcangas@okidoki.com.ec;Si ;null;17;0100;0015;044
19019;OKI DOKI;Av. Amazonas S/N Y Eloy Alfaro;GASOLINERA PETROCOMERCIAL;23829800;23829800;oki_petrocomercial@okidoki.com.ec;Si;www.okidoki.com.ec;17;0100;0007;044
19020;DRAGONFLY;Reina Victoria N24-150 Y Mariscal Foch;null;22905472;0;cesarcevallos@hotmail.com;No;null;17;0100;0004;047
19021;TERRA ECUADOR;N45B ISLA ISABELA E10-75 Y AV. 6 DE DICIEMBRE;SECTOR EL INCA;026040498;026040498;contabilidad@voyages-equateur.com;No;www.voyages-equateur.com;17;0104;0020;034
19022;GREENADVENTURES;Aucas N52-141 Y Av. La Florida;EDF. FORTUNE PLAZ OFICINA 315;26022011;991355306;contact@greenadventures.com.ec;No;www.greenadventures.com.ec;17;0104;0001;016
19023;SOL Y ARENA;AV. GALO PLAZA LASSO OE12-105 Y PASAJE RUCO PICHINCHA;CASA ESQUINERA SEGUNDO PISO;984086406;984086406;transarensolsa@hotmail.com;No;www.transarensolsa.net;17;0106;0035;043
19024;HOP ON ECUADOR;Manuel Burbano S7-150 y San fernando;A 1.5 KM DEL PARQUE DE PUEMBO;22553814;22390264;mauricio.letort@gmail.com;No;null;17;0106;0035;043
19025;MY WAY TRAVEL Y TOURS;Ilalo  S4-513 y Rio Pastaza;null;0;0;c.arias@mywaytravel.com.ec.;No;null;17;0104;0002;017
19026;MARTOURGAL TRAVEL AGENCY;ESPAÑOLA S/N CHARLES DARWIN;DIAGONAL A LA UNIDAD DE POLICIA COMUNITARIA;052521750;0994454529;operaciones@martourgal.com;No;www.martourgal.com;20;0104;0020;034
19027;ADVENTURES TRIPS;18 de Septiembre N20-08 Amazonas. Edf. Suarez 2 piso ofc 201-203;FRENTE AL HOTEL HILTON COLON, EDIF DUAREZ 2 PISO;26040011;995981822;veps_3107@hotmail.com;No;null;17;0104;0001;016
19028;SUBLIMECUADOR;Camilo Guachamin OE4-98 y Rosa Campuzano;BARRIO PONCIANO BAJO;22485048;984584512;sublimecuador@gmail.com;No;null;17;0104;0001;016
19029;VACO Y VACA;ALONSO DE TORRES S/N y AV DEL PARQUE ( C.C. EL BOSQUE);CENTRO COMERCIAL EL BOSQUE;023250156;0993951129;permisos@vacoyvaca.com;Si ;null;17;0100;0028;040
19030;VACO Y VACA;AV NACIONES UNIDAS  SN y AV. SHIRYS (C.C. QUICENTRO SHOPPING);FRENTE AL ESTADIO ATAHUALPA;+59323824008;+593993951129;qnorte@vacoyvaca.com;Si ;null;17;0100;0028;040
19031;VACO Y VACA;Quitumbe Ñan S/N y Morán Valverde (c.c. Quicentro Sur);DENTRO DEL QUICENTRO SUR;24000682;997043643;isabel2e@hotmail.com;Si;null;17;0100;0028;040
19032;VACO Y VACA;AV. AMAZONAS N36-152 Y NACIONES UNIDAS;FRENTE AL CENTRO COMERCIAL UNICORNIO;999764467;22432008;auxiliar1@joyfood.com.ec;Si ;www.vacoyvaca.com;17;0100;0028;040
19033;VACO Y VACA;Av galo plaza lasso S/n Y Av simón bolívar (c.c. portal);C C EL PORTAL PISO 2;23965236;985411531;isabel2e@hotmail.com;Si ;null;17;0100;0028;040
19034;INCATREK;Av. Cristobal Colón E10-34 y Tamayo;null;22236785;995442889;operaciones@incatrek-ecuador.com;No;null;17;0104;0020;034
19035;MOKACHINOEXPRESS S.A.;av. 6 de diciembre n24-215 y lizardo garcía;FRENTE AL COLEGIO MANUELA CANÑIZARES;22230223;992611412;info@atlasviajes.com.ec;No;www.atlasviajes.com;17;0106;0035;043
19036;CARMINE RISTORANTE;Catalina Aldaz N34-11 y av. gral. eloy alfaro;null;23332829;999365399;carmine@carmineristorante.com;Si;www.carmineristorante.com;17;0100;0028;037
19037;STAV;Vía Interoceánica S/N Gonzalez Suárez;PISO: PB. SECTOR: FRENTE AL VENTURA MALL;22372413;22372413;nmejiamcch79@hotmail.com;Si ;null;17;0100;0028;040
19038;MASHPI LODGE;SIN NOMBRE PACTO S/N y S/N;A DOS CUADRAS DEL PUEBLO DE MASHPI;0;29882000;palvear@casagangotena.com;No;null;17;0101;0019;015
19039;MASHPI LODGE;BOLÍVAR  OE6-41 Y CUENCA;DIAGONAL A LA PLAZA SA FRANCISCO;24008004;29882000;palvear@casagangotena.com;No;www.mashpilodge.com;17;0104;0020;034
